sentence,Positive,,,
"Njirrr di tanya rekaman di mana Jawabnya kGak nyambung.. woooyyyyyy gua pengen nonjok tembok daaaahh..,,",0,,,
Njirr setiap kekey bicara spiker hp gue langsung mati sendiri...,0,,,
njeerr... menawarkan diri katanya untuk dicarikan pelanggan ...gile lu ndroooo,0,,,
Niiih ...prempuan pelik ...bg terongnya yg 5 meter buk ...biar selesa klo pegangnya....,0,,,
Nih perempuan sombongnya selangit tp songongnya dia ga merasa.... hedeeeew,0,,,
"NIH ADA CERITA: Lo bayar org buat kerja layanin lo. Pas lo butuh dilayanin, org itu nyuruh lo salaing bantu aja, bahkan nyuruh lo bantu dia ngelayanin lo. *Logikanya dimana -_-",0,,,
"Niat nya mau nyindir asyanti karna dianggap berlaku seolah ibu kandung dan membatasi ibu kandung anak tirinya untuk bertemu anak anak nya,tapi nyatanyakan krisdayanti yg memang membatasi diri nya dengan Aurel dan Azriel",0,,,
"Ni gw curiga suaminya jg satu akhlak nih ?￰ﾟﾤﾣ Makannya mau nikahin, klo org baek"" mah mikir"" nikahin ""maaf"" lonte skaligus pecandu narkoba. Pantes ortu"" nya kga setuju, keknya ortunya uda tau sifat k duanya, ngebatin ortunya ""ni anak gw uda brengsek masa hrus nikah ama brengsek pula, kga bkl brubah brengseknya maki mnjadi"" ?￰ﾟﾤﾣ?￰ﾟﾙﾏ",0,,,
"Ni bukan masalah covid 19,,di rapited dulu baru tau hasill,,,,wajarlah seorang suami emosi meliat istri sah nya berduan sama laki2 lain dlm kmr,apa lagi jau mlm...pertanyaan saya wajar ngga aorang istri bswah laki2 lain di dlm kamar ?? (((Tuhan tida perna tidur)))))...?￰ﾟﾑﾏ?￰ﾟﾑﾏ?￰ﾟﾑﾏ?",0,,,
Ngpain yg msuk tv yg kurcil2.. yg bngkot2 kmnaaa?￰ﾟﾘﾜ?￰ﾟﾤﾣ,0,,,
ngomongnya udah ngaco ni si nenek puan itu anak siapa apabukan itukan dinasti?￰ﾟﾘﾀ?,0,,,
"Ngomong kok seenaknya aja ya segala bau ikan asin lah,situ klo ngomng harus dijaga dong bambang situ kalo dibilng bau ikan asin bakal marah kann",0,,,
Ngomong kerja kerja kerja nyatanya ngak bisa kerja,0,,,
Ngocross terus mulutnya tmbah lebar seperti jalan tol Sombongnya nggak karuan,0,,,
Nglempar batu sembunyi tangan..diri sendri keturunan politics dynasty bisa sindir orang lain..Hahaha..,0,,,
Nglempar batu sembunyi tangan..diri sendri keturunan politics dynasty bisa sindir orang lain..Hahaha..,0,,,
"Ngga pantes sama sekali menduduki jabatan di DPR, buang buang uang Rakyat. Makan gaji buta dia",0,,,
"Ngeneki sek ulahe Wong cino wae, nyebar nyebar virus koyok ngene cok",0,,,
"Ngemis minta maaf saat Lu semua menghina orang apa Lu nggak berpikir betapa sakit nya hati, Makan tuh maaf",0,,,
"NGAPAIN SIH NGUNDANG MELDI, EMANG GAK ADA YG LAIN ?￰ﾟﾘﾠ",0,,,
Ngapain seorang laki2 bolak-balik men datang kermh perempuan yang sudah bersuami tengah malam klo tujuan nya baik pasti ketemu siang hari klo ketemu tengah mlm berarti ada sesuatu yg ngak baik yg mereka lakukan makanya datangnya tengah malam nunggu orang pada tidur dulu jd orang ngak curiga,0,,,
Ngak malu apa cwk cwk di garis tangan di buka aig dii depan umum di semua yg menonton di garis tangan..,0,,,
"ngajak bersatu tp pejabatnya gak akur, antar mentri tumpang tindah peraturan. jenengan presidennya pak, bkn pak mentri itu yg berkuasa",0,,,
Nerita sampah apa ga ada artis yg lbih bagus ut mngedukasi mmasyarakat,0,,,
nenek2 cari sensasi settingan mulu pda ga tau malu 11 12 sama s irfan..,0,,,
nenek pikun,0,,,
Nenek mega seharus nya taubat mlah membuat indonesia pecah,0,,,
Nenek lampir gk da endorsan gk da masukan jd bikin sensasi demi cari pundi rupiah,0,,,
"Negara ini milik kita semua ,jangan merasa diri hanya milik kelompokmu saja , bisa berbuat sesukanya,ini negara hukum kadrun.REPLY",0,,,
Nanyanya Salah Siiih... Coba nanyanya Gimana Kenerjanya PELAKOR.... Pasti Si Jamidong Tauuu..... ?￰ﾟﾤﾭ?,0,,,
Namanya saja kuntilanak ndk liat diri,0,,,
namanya juga pintar akting... diluar shoting pung akting.. pencintraan,0,,,
"Najis liat s kumalasari, btw yg bilang dia kayak barbie siapa sih? Jujur dong kasih tau dr mana barbienya dr manaaa??",0,,,
Najis liat filem kyk gini,0,,,
"Mw.. Jd apa klw dia jd anggota dewan ""NEGARA"" ini.. d bikin GOYANG ntar negaranya... Hahaha suuuuuu...",0,,,
"Mutu nya di mana antara realita atau fiktif 'Tidak jelas' seolah kenyataan berikut kebohongan, miris",0,,,
Musuh rakyat sekarang -corona -ekonomi -maling/napi yang dibebaskan,0,,,
"Muntahhh guaa, sumpah sakit kuping gua denger suaranya. Pretttr",0,,,
"Mulutmu harimau,mu..",0,,,
mulut mu harimau mu mampus lu ernes si sipit,0,,,
mukalu kaya nene sihir....,0,,,
Mudik ga bisa... Kerja ga bsa... Bisa2 mati kelaparan di kosan... Kmren bilang pemerintah ngasih masa tenggang angsuran cicilan kendaraan...tpi tetep aj leasing nagih tlp2 terus... Pdhal saya udh udh tlp buat laporan,0,,,
"mudik diancam denda sampe penjara tp yg di penjara karena melakukan kejahatan di bebaskan,, aneh banget aturannya, saling tumpang tindih aturan di indonesia,",0,,,
"Muak dulu waktu seneng ,kayak dunia milk berdua seakan yg lain ngontrak",0,,,
"MOSOK PANCASILA AREP DIKORUPSI, ONO* WAE....",0,,,
Mohon kpada tv antv...program2 yg kurang berfaedah dan tdk pantas ditayangkan..gal usah ditayangkan..Maaf..apalagi program uya kuya ini...jujur antv masih ada program yg bisa ditonton pesbuker.....tolong dittup program uya kuya karna tdk berfaedah..sma sklii.,0,,,
Mohon dengan hormat wakil rakyat jangan RUU HIP/PIP alangkah baiknya pembahasan pengesahan dicabut saja.jangan mencederai umat beragama.sila 1 disamakan kebudayaan mencederai umat beragama. Kasihanilah pendiri bangsa,0,,,
Moga aja di hukum seumur hidup.. Karena luka itu terasa seumur hidup bagi korban,0,,,
"Mnurut org"" yg ada diforum acara ini seru & brnanfaat Nauzdubillah .... Allah mnutup rapat"" aibnya tp tnp dsdari scra lngsung diumbarnya sndri dslruh dnia ?￰ﾟﾘﾇ",0,,,
Mmpus s enak jidad cover lagu orang.. Rasakan keluarga geledek,0,,,
Mlysia hdir Brownis mksih udh tyng Gisel2 bajunya se upil bnget kyk tengtop cm pke' tali doang,0,,,
Mlysia hdir Browniiis baju gisel skrng seperti tdk cukup kain terus fashionnya,0,,,
Mknya jd laa jujur biar pun rezeki kcl... it hsl menipu,0,,,
Miris...berani ngk menutup 11 perusahaan yg masih beroperasi di jkrta.giliran sama rakyat kecil teriaknya kaya macan... menutup boleh tapi solusi harus ada bego...,0,,,
MINUM JAHE MERAH PAK JANGAN INKONSISTEN OMONGAN. LAKI ITU OMONGAN YANG DIPEGANG. KALO BANCI KEMALUAN YANG DIPEGANG...,0,,,
Mhon ditutup..kmi penonton antv..bukan nitezen yg iri dan dengki..namun ini acara apa sbnar nya...tdk berfaedah...tdk bermanfaat...tdk berguna...,0,,,
"Mf jk dia sering dgrin siraman qulbu bnyk bc kitab suci alquran,, sholat taubatan nasuha... Byk medikatkan diri sm Allah.. Bener kata mas nya itu... Aku liat mb nya itu dia pkai susuk bnyk bgti...",0,,,
"Metro tv, Tv One, Tribun, Kompas, ga ada yg memberitakan masalah budi djarot di chanel mereka. Ayo ramaikan, angkat, viralkan berita ini di yutub..!!!",0,,,
Merasa salah ga ngotot. Andai semua orang begitu. :v,0,,,
"Mengerikan kwalitasnya ,apakah ini pantas makan uang rakyat ,ada enggak isinya ini ,apa tong kosong",0,,,
"Mengecewakan rakyat,saya termasuk yang kecewa, udah 3 bulan kasus blm kelar, kalau 2 bulan lagi belum kelar berarti ada yg salah dengan cara anda",0,,,
mengapa RUU HIP masih juga dibahas dg mengacu pidato 1 juni 45 yg SUDAH JELAS2 saat itu tidak disepakati pr pendiri bangsa.....PANCASILA SILA sdh final yg ditetapkan 18 Agustus 45..... mengapa tak fokus saja menangani covid 19 dan memulihkan perekonomian yg carut marut...... bijaklah hai pr penguasa.......rakyat saat ini sangat menderita ...!!!!!,0,,,
Mendingan jadi TKW mba tiap bln dapet pnghasilan?. Drpada pansos cr sensasi sebar aib sendiri dbuly lagi sm masyrakat indonesia?￰ﾟﾘﾂ?,0,,,
Memang lama lama Dedy Corbuzier ini jadi setolol Kadrun pola pikirnya! ?,0,,,
"MeLu meLu ae iki uwong... Pansos kaLi, kan Lagi sepi job",0,,,
Meldi punya bakat yg terpendam tapi sumpah lebih baik di pendam ajaaa anjir,0,,,
meldi di undang hanya untuk di permalukan saja.. tapi emang pantes di parmalukan haaaaaa,0,,,
Media hanya membuat panik masyarakat.,0,,,
Mbak Orma TINGGALIN AJA org brengsek ini ngapainnnnnnnnn.. Gak berclas bnget cowok bagajul,0,,,
"Mau tumpah darah atau mau tenang sepenuh nya tergantung sikap jokowi. .. Klo presiden , DPR nekad ngesahkan RUU HIP maka segara lah bawa keluargamu ke singapore ... GANYANG KOMUNIS.",0,,,
"Mau tanya, ada nggak si acaranya mas Uya yang ""mendidik"" ?",0,,,
Mau membela adik nya malah habis di hujat netizen pun gk oon x,0,,,
"Mau haha-haha.... takut dosa, tp kok ngga kapok. Tp klu org dah ngga punya malu... klu blm dicambuk dng cobaan sm Tuhan blm tobat.",0,,,
"Mau gimna lagi mas, kelakuan lu sendiri. Menyalahi kodrat, menyalahi penggunaan narkoba, cari duit kebanyakan pake drama kaya sinetron, jual sensasi. Cari duit yg biasa aja kali dengan cara halal dan terhormat, ga pake pembohongan publik dan pembohongan diri sendiri. Kalo emang seniman/musisi jual skill aja. Semua udah terlanjur. Terima aja mas Muhammad fatah. Kesalahan bukan pada orang lain tp kelakuan lo sendiri.",0,,,
"Mau Coment tp Percuma, Gak bakal Ber Efek ke Dunia Nyata",0,,,
"Matanya sambil baca teks, pantesan lancar pidatonya",0,,,
Matanya fokus ae pak ngomong gk ush fokus baca teks ngelirik2 gtu ngeselin sumpah,0,,,
Masyarakat lawak.. Pemerintahnya lebih lawak.. Negara nya jadi bahan ololk2an,0,,,
"Maskernya pke woyyyy nyuruh paket masker tp maskernya GK dpke, apaan tu",0,,,
Masih banyak koruptor di negeri ini mau sampai kapan akan seperti ini???,0,,,
Masalahnya lain mbak Yuni berpisah sama suami Kalo Anang -kd itu nyata nyata didepan mata anak berselingkuh ?,0,,,
"Masalah mu dgn adik mu jelas beda,, apa anda lupa atw pura pura pikun?￰ﾟﾘﾂ",0,,,
"Masalah luuu yuni sama ashanti jauuuuuuuh berbeda bagaikan langit dan bumi,,,,ashanti adalah the best step mother of azrel dan aurel ,,,juga seorang wanita yang hebat ,,seorang istri yang menyayangi suaminya dan anak anaknya,,,,",0,,,
"Masa alloh gisel pkai baju tambah parah,,sekrg ,,",0,,,
Mas uya aq mohon ini aara tdk pantas aq mohon hentikam acara ini dan kalau bisa d yutub jg d hapus semua tolong banget mas uya.,0,,,
Mari kita gotong royong membangun bangsa dan negara kita yg kita cintai ini. Tolak RUU HIP itu saudara ku. Salam Damai Indonesia Ku.,0,,,
Manusia laknat dan munafik peliharaan rezim Neo fir 'aun,0,,,
"Manusia berbulu domba Gantheng 2 ko korupsi,tadi a dihormati sekarang masuk buuii Wkwkwkkkk,",0,,,
"Mantap pakde ? jangan sampe rakyatnya dilarang mudik ehh pejabat""nya malah pada mudik, kan ga adil :)",0,,,
"Mankanya punya mulut di jaga kamu itu jg terlahir dari rahim seorang perempuan,kok tega nyakitin hati seorang perempuan sampek kayak gitu sih,",0,,,
Mana janjimu... mau makan angin???REPLY,0,,,
mampuuus loch ernest .. artist kemarin sore aja udah belagu .. lo belum tau islam .. makay belajar islam .. lo tau islam itu seperti apa .. islam itu kaffah dan rahmat bagi alam ..,0,,,
"MAMPUSSSS LO TROOO BLANGSAKKK,,,, MESKIPUN TIDAK SETIMPAL DENGAN PENCEMARAN YANG MENYAKITKAN HATI PEREMPUAN",0,,,
Mampusss,0,,,
"MAMPUS YANG MISKIN SEMAKIN MISKIN, SEMOGA SIAPA PUN DIBALIK INI YANG MENYENGSARAKAN MASYARAKAT/ORANG LAIN DEMI KEPENTINGAN PRIBADI/ORANG ORNAG TERTENTU DILAKNAT SERTA DIAZAB DUNIA AKHIRAT!!!! AMINNNNN...",0,,,
mampus mulut comberan,0,,,
"Mampir kesini cmn pngin Unlike video sambil baca koment. Tellaaaatttt jok.... di awal anda terlalu ngremehin virus, skrg gelagapan. Pngen mesoh takut di serang buzeRp lucknut.",0,,,
Malunya dobeeeeeel wkwkwkwkwkwkw... fatah oh fatah,0,,,
"Maliiiiiiiiiiiing maliiiiiiiiiing maliiiiiiiiiing.bapaknya kan mantan Gubernur era awal 2000an.yang jaman dahulu nggak seketat sekarang, kalo dulu ketat seperti sekarang pasti juga ketangkep. Keturunan maling ya tetep maling",0,,,
"males denger pidatonya, langsung aja masuk ke halaman komentar. sudah kuduga komennya 90% kecewa sama pencetus ekonomi MEROKET ?￰ﾟﾤﾣ?￰ﾟﾤﾣ?￰ﾟﾤﾣ",0,,,
Malas nontong acara ini sipotong2,0,,,
Maksudnya pilot itu dapat tip dari para direktur yg menyelundupkan moge dan sepeda Brompton. Orang Indonesia yg naik pesawat juga buanyak! Apes and Ngeles. Namanya juga mafia koruptor ?,0,,,
Maksudnya apaan sih ga ngerti gaya kepiting tuh mksudnya apa tolong dong jawab ? banyak yang di sensor soalnya,0,,,
"Maksud yuni itu yg gk baik siapa ..ashanty gitu.? justru anak"" anang gk suka dngn lemes yg ngrebut ibu nyaREPLY",0,,,
makanya mulut mu itu jg enak kn sekarang tidur di hotel mulut mu harimau mu,0,,,
"Makanya kalau bertindak di pikir dulu !! Lebaran di penjara pergantian baru di penjara ada lagi laki” rumah tangganya engga jelas dan istirnya cari keuntungan , itu sih boneka santet kenapa engga masuk juga sih jadi engga usah wara wiri di tv",0,,,
Makan ikan asin lo di dalam bro...asli ikan asin tu sambalnya..,0,,,
Mak banteng sudah masuk masa pikun Lo sendiri kapan hengkang,0,,,
"Maaf pa urusan perut gabisa dinego .keluarga saya sudah bener2 freeze akan pemasukan sama sekali ,gabisa ngandelin uang simpanan yg jumlahnya hanya sedikit. Ditambah adik saya yg mau masuk sma, dan saya teracancam tidak bisa mengikuti uas karna masalah uang.REPLY",0,,,
Maaaak Baaanteeeng selalu gagal dulu ganti Gus Dur jadi presiden juga kacau,0,,,
"Lu punya iman lemah ,sama orang kristen ga mempan hipnotis dan ajaran yg asalnya dari iblis...tepis dalam nama yesus.",0,,,
"LU NGOMONG AJA SUARA LU FALSNYA BUKAN MAEN MEL MELL.. BANGUN NGAPA BANGUN, KASIAN BANGET YA ALLAH?REPLY",0,,,
Loe yang pidato gw yg jadi malu dengernya pak ....,0,,,
Loe ngomong apa si nek?,0,,,
LOCKDOWN lebih mengerikan daripada COVID-19,0,,,
Lockdown itu yg terburuk tp untuk yg terbaik Cepat atau lambat pasti akn di lockdown kbiasaan indonesia suka menunda nunda ssuatu yg baik,0,,,
"Lockdown itu Yang pertama pemerintah nggak punya Dana buat nanggung seluruh biaya hidup masyarakat sebab jika di lockdown coast nya Mahal, kemudian tingkat kesejahteraan rakyat perbedaan orang miskin dengan orang Yang menengah keatas banyakan orang Yang miskin termasuk saya... Ketika Di lockdown takut takutnya terjadi penjarahan lagi, semua kegiatan Di stop, mungkin bagi orang2 Kaya mereka bisa stok makanan dll sedangkan bagi rakyat kecil seperti saya Dan Yang lainnya mau makan harus bagaimana.... that's why Pak jokowi melarang lockdown untuk pemda",0,,,
"Lockdown bukan pilihan, karena pemerintah tak mampu menjamin tersedianya pangan dan sarana lain.",0,,,
Lockdonw adalah siasat politik....virus kadrun lebih berbahaya dari pada virus corona. Yang lebih lucu lagi meningkatnya virus goblokna.,0,,,
LOCK DOWN JAKARTA ITU BARU HEBATT: JANGAN TUNGGU SAMPAI BANYAK KORBAN CORONA BARU LOCK DOWN...APA GUNANYA??..ITU NAMANYA KORBANKAN RAKYAT!!! DAN LEBIH BANYAK BIAYA DAN BAHAYA YG DITIMBULKAN.....LEBIH CEPAT LEBIH BAGUS!!.....?￰ﾟﾑﾺ?,0,,,
Lo enak kaya pak bos Kami yg miskin malah tambah2 mau magi kelaparan Dan mao gak bisa bayar kontrakan pak bos Kalo antum ada di posisi kami,0,,,
"Lma""' jdi Geram liat tingkah laku, penjahat istana kok smkn merasa Rezim. mereka plng kuat dan kuasa untk seenaknya mau bikin RUU, Tanpa persetujuan Rakyat, ingat pkde Ruwet wkt ngemis"" nyogok"" mau jdi persiden, sekrng jdi serba slh dan dah mentok"" msh di GASsssssssssssssss",0,,,
"Liat ni trio bloon jd keinget muka blangsak mereka pas cengengesan ketawa ketiwi ky org lepas dr RSJ,, skrg mampus masuk jg kan akhirnya, Allah maha adil, kebenaran pasti selalu menang cuy",0,,,
"Liat laki laki macem lu orang yg ikutan acara ini gua miris bgt, sedih bgt, liat laki laki pada murahan amat ?￰ﾟﾘﾂ",0,,,
"Liat kekey nyanyi kek bukan ciptaan dia gitu,lirik kemana lagu kemana key,org aja tau liriknya masa yg penyanyi nya salah. Dahlah pusing setres gua liat pengen pansos aja lah awokwok?",0,,,
"Lgi bunting pake narkoba ? Ruaaaarrrr biiiaaasssssaaaaa, mantap mbak yu. Anak yg di dlm perut klo dah bisa ngomong, mending ga mau punya ibu kayak u",0,,,
Lembek penanganan nya,0,,,
Lebih baik ngaca ke diri sendiri dari pada nyindir2 orang,0,,,
"Lebayyy, sumpahnya artis indonesia yaaa org ""yg semacam inilah bikin enek",0,,,
"Lebay, banyak settingan.",0,,,
lbh baik tdk usah ikut acara seperti daripada buka aib,0,,,
Langsung malu muka mas mas nya anjir :V 1:33,0,,,
"Lama"" gua curiga am Sugigi !! SETTING AN!!",0,,,
Laki2 yg ngaret artinya dia tidak disiplin dalam bekerja dan tidak komitment dalam hidup. Males lah mb irma cari yg lebih baik aja knp gt??pemalas itu jangan jadi pasangan mbaak..,0,,,
"Laki""jancuk aja di pertahankan,,itu laki""cm cari ketenaran aja,,huek,,q aja yg bukan artis gak sudi sama laki""belagu,,",0,,,
Lailaha illalloh.. Segitu gelap dan kotornya cwe cwe di luar. Sana.. Semoga. Alloh cepat menurunkan hidayah yg baik......,0,,,
Lahhh..ashanti itu udah tepat sayang ma aurel azriel jarang loh ibu tiri yg sangat menyayangi anak tiri lagipula kan aurel dan azriel emang di tinggal ma kd ke timor leste nah tu anak ga punya emak jd nya...,0,,,
"lagu dia sendiri, ngak hafal. dia yg nyanyi kok aku yg malu.... ?￰ﾟﾘﾟ?",0,,,
"Lagian si lebay banget pake di tuntut, itu budaya di YouTube. Klo gada uang ngomong gak usah nuntut sana sini",0,,,
Lagian kenapa loe bawa2 ojol.... nanti kalau terbukti suami loe terima duit selundupan baru diem. Jangan sombong jadi orang. Loe yang banding2in,0,,,
"Lagian aneh kan uda jelas2 jd artis duit ngalir trs,ini mau jd politik,yg gajiny lbh kecil jd artis,klo bukan mau korup mau apa lg dong??? Ga semua si,tp kebanyakan bgtu,ayook kpk tangkap siapa lg stlh ini",0,,,
"Laaa ujung"".a pulangkan imam besarr,, Hahahahahha lucuu lucu",0,,,
KURANG KETEGASAN!,0,,,
"Kumalasari blacklist aja dr semua acara tv , bikin rusak generasi muda.. Mngajarkan kehaluan",0,,,
"Kualitas manusia bisa di lihat dari tontonanya, Dan seberaba besar mereka mau di bodohi, Kalau sudah tau settingan dan mereka masih mau menonton karna menganggap sbagai hiburan sbab ada pertunjukan untuk saling membuka aib dan saling ribut gk jelas, Brarti fiks jiwa mereka yg menonton juga sama, kalau gk suka nge gosip paling juga suka berantem, jadi tontonanya gk jauh beda dengan jiwanya, bisa di bilang kemistri gitu ?￰ﾟﾘﾂ",0,,,
"Ktanya angsuran ke bank di beri keringanan tp ttep aja hrs bayar , lg musim.kya gni dr mna kita bsa byr pak? Minta penangguhan ke bank tp mlah d suruh ke jkt ke bank pusat , ini mah sma aja nyodorin ke penyakit",0,,,
Krna si termos ngompori terus ngusik kluarga A6...coba gk iri dgn kebahagiaan A6 pasti adem ayem.. krisdayanti ajh gk bisa menempatkan diri.. justru membela si termos,0,,,
KOREA : DIHUJAT TERUS BUNUH DIRI INDONESIA : DIHUJAT JADI TERKENAL,0,,,
Kon balik riziq kon adol jem..t sek kkkkkkkkkk,0,,,
Komika paling tolol,0,,,
"komentar netizen isinya : ""ngapain sih yg di undang Lucinta luna, ga faedah bgd, ga bermutu, ga mendidik, acara jd ga berkualitas bla... Bla.. Bla.. Bla.. ""Tapi tetep aja lo pada kepo nonton bambaaaaangggg..... Justru stasiun TV ngundang yg beginian jg bs bikin rating naik karena pada kepo pengen nonton, org Indonesia itu sukanya nonton yg berbau hujatan, hinaan cepet Viralnyaa...",0,,,
komedian TOLOL,0,,,
"Kok lari rot, sembunyi dmn, ad beking, yg mau merubah panca sila, kok lu diam, jgn jgn",0,,,
Kok gw geli ya?,0,,,
"Kok angka kelipatannya dari kemarin"" hampir sama, apakah cuma saya yang berfikir seperti itu?",0,,,
Kok ada yg ditahan ada yg tidak.. lucu deh aturan nya.?￰ﾟﾘﾆ?.. kayak main kucing-kucingan. Harusnya semua ditahan dan ditanya. itu baru benar..,0,,,
Ko' bisa yaaaaa....???????? Terpilih jadi anggota DPR apa ngga ada kandidat yg laen yg lebih bisa masuk akal ....YA ALLAH lindungilah negeriku tercinta indonesia,0,,,
Ko makin kyak bencong kau barby ya allh sadar mbokkkkkkkkkkkk?￰ﾟﾘﾂ?￰ﾟﾘﾂ?,0,,,
Knp sih yg tanya nya bgtu amat ni kan sebuah aib ga pntes d pertanya kn ni mah bukn cri jodoh tp bongkar aib sendiri..aneh bgt klu udh bgtu sp juga yg mau ma tu cwe nya...ada ada aja acara ko pertanyaan bgni,0,,,
Knp gk cari cwe yg lbh baik sih gk blhr dr pngalaman yg udh di dptin. Laki2 klw liat cwe cantik di mata sikattttttttttttt. Nah bgni jdny ada krjaan yg gk shrusny,0,,,
klw mau naik bnding smg dpet putusan yg lebih berat Aamiin... biar ini bs djdikan pljaran buat masyarakat Indonesia gk seenak jidat menghina orang,0,,,
Klw bisa jgn saling sindir2an. Bicara baik2 aj antara kedua belah pihak biar ada jalan damai klw gitu jadi makin panjang saling membela diri.,0,,,
"Klu gua pribadi lbh suka Uya yg bawa acaranya ktimbang ihzan. Sebab uya lbh kpda menahan dan tdk trlalu dalam mengoreksi aib orng. Uya lbh bijak dlm mnasehati, tak mudah emosi dan sllu bisa mnenangkan kandidat pria/wanita. Tdk sprti si ihzan yg kayaknya penakut. Dikit² panggil Rudi dan Arby jika ada masalah. Dan ihzan juga trlalu mengorek dalam aib orng hhhh...",0,,,
Klo yg daftar acara garis tagan kebayakan udah gk prawan Lelaki atau cewek smua sm,0,,,
"klo untuk perpanjangan PSBB sangat bagus karena untuk memutus penyebaran virus corona ,tpi apakah kebijakan pemerintah pusat tentang bansos bisa jatuh ketangan yg berhak menerima secara merata tlng di pantau di lapangan karena jangan sampai perpanjangan PSBB menambah beban bagi masyarakat menengah kebawah",0,,,
"Klo q bodo amat mrk stts kyk gmn yg penting acara ini Lucu,Smua bkin ngakak mrk di undang jg jd bahan guyonan?￰ﾟﾘﾂ? yg penting q nikmati guyonan mrk...",0,,,
Klau bosan menyembah Tuhan Pencipta Alam Semesta dan isinya....lebih baik keluar dari lndonesia..,0,,,
"kl cuma hura2 jgn jadi dpr. yg kerja niat bantu urusin rakyat itulah orang yang jadi dpr......karena legalitasnya bisa di pertanyakan. kl dia cuma hura2 jadi artis aja gimana mau urusin rakyat.......dpr kan artinya dewan perwakilan rakyat, yang urusi kita kita sebagai rakyat.......bukan hura hura.",0,,,
"Keuntungan udah auto k nagaswara, tapi tetep d tuntut, maruk maruk",0,,,
Ketika mau muntah liat Rosameldianti ad Danang yg menyejukkan hati,0,,,
Ketika ibu kandung tdk bisa berperan sebagai ibu apakah salah ketika ada seorang ibu sambung yg memberikan kasih sayang selayakny ibu kandung yg tidk d dpt dari ibu kandung. Yuni shara akan tetap membela KD walaupun salah,0,,,
Ketika cinta beda agama. Tuhaan sedang menguji lebih memilih tuhan nya apa umat nya?￰ﾟﾘﾇ,0,,,
"Ketahuan settingan ... masa di ikat cmn pake tali gitu ,, trus klo pingsan pasti lemes badannya dan jatuh kebawah ... masa ini tetap stay berdiri ?￰ﾟﾘﾂ?￰ﾟﾘﾂ",0,,,
Keserakahan sering mengelabui walau kekayaan berjibun....contoh manusia santun pembela agama ternyata koruptor....munafik,0,,,
Kesempatan muke lu empukk..!!! Y ko Pda yg pny gajian bulanan Lah kita kita yg mrantao krja harian mau gmn..!? Krj g boleh pulang gx boleh kontrakan bayar truss..!! Duit dah ludezz Yg ada Kelaparan dimana mana..!!,0,,,
"Kerana mulut badan binasa Itulah Balasannya,",0,,,
"KEPUTUSANNYA MAKIN MEMPERSULIT RAKYAT MISKIN , BELUM ADA SOLUSI SUDAH DIPERPANJANG LAGI. KALAU RAKYAT MISKIN LAPAR BARU VIRAL LANGSUNG DIBANTU , KALAU SAMPAI MATI KELAPARAN TINGGAL JAWAB MATI KARENA JANTUNG DLL... ALAMAT BULAN DEPAN TIDAK BISA BAYAR KONTRAKAN , LISTRIK , KREDITAN DLL... TRAGISSSSSRead moreREPLY",0,,,
"Kenapa, Bu? Mangkel karena petugas partai mau jadi matahari kembar? Bagaimana dg Ibu sendiri? Saya nggak membela si ini atau si itu tapi mbok ya sampean lihat diri sampean dulu sebelum ngomong ke orang lain. Gitu lho, Bu...",0,,,
kenapa tayanyangi krunya pada malas dan kurang tanggap klu ada barang yg terbakar d diam kan aja tayangan yg tdk nyaman,0,,,
Kenapa sih yg bgini msti ada di tv manfaatnya apa faedahnya apa kota bth tontonan yg berbobot berkualitas yg menghibur jngn acara kaya gini d pertontonkan.,0,,,
"Kenapa sih ada siapa yg macam ini,sbaik""nya manusia tu menutup aib org lain lo,kalau gini sy yg melihat ja dah gimana gitu y",0,,,
Kenapa pemerintah lelet banget untuk menyediakan alat pasilitas Kesehatan,0,,,
"Kenapa cuman si jarot, itu wanita yg berapi api ingin membakar kenapa tdk dikasi pelajaran.",0,,,
Kenapa ada siaran mcm ni ya allah.... Kenalalah nak juga join cari jodoh acara mcm ni....,0,,,
"Kemaren 80jt sekarang narkoba, dasar artis sampah",0,,,
"Kemana2 sudah berbohong ngomong kalo perempuan asli, akhirnya Allah punya caranya sendiri untuk memperlihatkan kebenaran.",0,,,
Kemana para partai di negeri? Perasaan gaada info tentang membantu atau berdonasi untuk negara,0,,,
Keluarga A6 itu sudah bener2 baik lho mb yuni.. jd tolong kasih tau KD n RL nya.. terutama si RL nya tuh biar jd Bapak sambung yg HARUS LEBIH BIJAKSANA N DEWASA!,0,,,
Keluar kl berani jangan ngomong di belakang hayo ?￢ﾀﾍ♂️?￢ﾀﾍ♂️?￢ﾀﾍ♂️pengecut,0,,,
Kelihatan nya bentar lagi STROK itu si jarot. Ngomong nya kaya susah.,0,,,
"Kelihatan banget klo BJ baru BISA BACA, ngomong aj PAKE TEKS ?￰ﾟﾘﾱ?",0,,,
"Kekeyi yg pakek Baju gua yg engap Musiknya kemanaaaaa ehh suaranya kemanaaaaa...,,",0,,,
Kekeyi sekali pake facesheild itu langsung ngembun kena udara mulut nyaaaa,0,,,
kekeyi kalau mau jadi orang yg terkenal jgn tersinggung dong apapun yg di bilang NETIZEN wajar song di ketawain suaramu Sama music gk Balance ngaca ngaca dong,0,,,
KECEWA BANGET SAMA BROWNIS SETIAP NYANYI GAK ADA SUAR. GIMANA SIH NGEDIT NYA!!!! MENGECEWAKAN,0,,,
